amount,asset_description,asset_type,comment,disclosure_date,owner,ptr_link,senator,ticker,transaction_date,type
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/28/2015,Purchase
"$1,001 - $15,000",CIT Group Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CIT,08/28/2015,Sale (Partial)
"$1,001 - $15,000",Corning Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GLW,08/28/2015,Purchase
"$1,001 - $15,000","Aaron's, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",AAN,08/27/2015,Sale (Partial)
"$1,001 - $15,000",CIT Group Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CIT,08/27/2015,Sale (Partial)
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/27/2015,Purchase
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/27/2015,Purchase
"$1,001 - $15,000",Devon Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DVN,08/27/2015,Purchase
"$1,001 - $15,000",Corning Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GLW,08/27/2015,Purchase
"$1,001 - $15,000",CIT Group Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CIT,08/26/2015,Sale (Partial)
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/26/2015,Purchase
"$15,001 - $50,000",The Procter &amp; Gamble Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",PG,08/25/2015,Purchase
"$1,001 - $15,000",CIT Group Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CIT,08/25/2015,Sale (Partial)
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/25/2015,Purchase
"$1,001 - $15,000",Deere &amp; Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DE,08/25/2015,Sale (Partial)
"$1,001 - $15,000","Aaron's, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",AAN,08/25/2015,Sale (Partial)
"$1,001 - $15,000",QUALCOMM Incorporated (NASDAQ),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",QCOM,08/24/2015,Purchase
"$15,001 - $50,000",International Paper Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",IP,08/24/2015,Purchase
"$1,001 - $15,000",Phillips 66 (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",PSX,08/24/2015,Purchase
"$15,001 - $50,000","Kinder Morgan, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",KMI,08/24/2015,Purchase
"$15,001 - $50,000",Starbucks Corporation (NASDAQ),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",SBUX,08/24/2015,Purchase
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/24/2015,Purchase
"$1,001 - $15,000",CIT Group Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CIT,08/24/2015,Sale (Partial)
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/21/2015,Purchase
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/21/2015,Purchase
"$1,001 - $15,000",CIT Group Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CIT,08/21/2015,Sale (Partial)
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/21/2015,Purchase
"$1,001 - $15,000",CBS Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CBS,08/20/2015,Purchase
"$15,001 - $50,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/20/2015,Purchase
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/20/2015,Purchase
"$1,001 - $15,000",Deere &amp; Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DE,08/20/2015,Sale (Partial)
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/20/2015,Purchase
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/19/2015,Purchase
"$50,001 - $100,000",Graphic Packaging Holding Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GPK,08/17/2015,Sale (Partial)
"$100,001 - $250,000",Alliant Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LNT,08/17/2015,Sale (Partial)
"$100,001 - $250,000",Alliant Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LNT,08/14/2015,Sale (Partial)
"$100,001 - $250,000",Alliant Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LNT,08/13/2015,Sale (Partial)
"$250,001 - $500,000",Alliant Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LNT,08/12/2015,Sale (Partial)
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/12/2015,Purchase
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/12/2015,Purchase
"$1,001 - $15,000","Aaron's, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",AAN,08/12/2015,Sale (Partial)
"$1,001 - $15,000","Aaron's, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",AAN,08/11/2015,Sale (Partial)
"$15,001 - $50,000",Graphic Packaging Holding Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GPK,08/10/2015,Sale (Partial)
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/10/2015,Purchase
"$1,001 - $15,000","Plains All American Pipeline, L.P. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",PAA,08/07/2015,Sale (Partial)
"$1,001 - $15,000",Exxon Mobil Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",XOM,08/07/2015,Purchase
"$1,001 - $15,000","Liquidity Services, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LQDT,08/07/2015,Sale (Partial)
"$1,001 - $15,000","Liquidity Services, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LQDT,08/07/2015,Sale (Partial)
"$1,001 - $15,000","Plains All American Pipeline, L.P. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",PAA,08/06/2015,Sale (Partial)
"$1,001 - $15,000","Plains All American Pipeline, L.P. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",PAA,08/06/2015,Sale (Partial)
"$1,001 - $15,000","Plains All American Pipeline, L.P. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",PAA,08/06/2015,Sale (Partial)
"$15,001 - $50,000","Twenty-First Century Fox, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",FOX,08/06/2015,Purchase
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/06/2015,Purchase
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/06/2015,Purchase
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/06/2015,Purchase
"$1,001 - $15,000",CBS Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CBS,08/06/2015,Purchase
"$1,001 - $15,000",Antero Midstream Partners LP (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",AM,08/05/2015,Purchase
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/04/2015,Purchase
"$1,001 - $15,000",The Clorox Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CLX,08/03/2015,Sale (Partial)
"$15,001 - $50,000",CR Bard Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BCR,08/03/2015,Sale (Partial)
"$1,001 - $15,000","WPX Energy, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",WPX,08/03/2015,Purchase
"$50,001 - $100,000",Graphic Packaging Holding Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GPK,07/31/2015,Sale (Partial)
"$100,001 - $250,000",Alliant Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LNT,07/31/2015,Sale (Partial)
"$100,001 - $250,000",Alliant Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LNT,07/30/2015,Sale (Partial)
"$1,001 - $15,000","WPX Energy, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",WPX,07/30/2015,Purchase
"$1,001 - $15,000",Deere &amp; Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DE,07/30/2015,Sale (Partial)
"$1,001 - $15,000",Devon Energy Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DVN,07/29/2015,Purchase
"$1,001 - $15,000",Cablevision Systems Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CVC,07/29/2015,Sale (Partial)
"$1,001 - $15,000",Valero Energy Partners LP (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",VLP,07/28/2015,Sale (Partial)
"$100,001 - $250,000",Graphic Packaging Holding Company (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",GPK,07/28/2015,Sale (Partial)
"$1,001 - $15,000","Liquidity Services, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LQDT,07/28/2015,Sale (Partial)
"$1,001 - $15,000","Liquidity Services, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",LQDT,07/28/2015,Sale (Partial)
"$1,001 - $15,000","WPX Energy, Inc. (NYSE)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",WPX,08/05/2015,Purchase
"$1,001 - $15,000",Cablevision Systems Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CVC,08/05/2015,Sale (Partial)
"$1,001 - $15,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",DISCA,08/05/2015,Purchase
"$1,001 - $15,000",Cablevision Systems Corporation (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",CVC,08/05/2015,Sale (Partial)
"$1,001 - $15,000",VCA Inc. (NASDAQ),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",WOOF,08/05/2015,Sale (Partial)
"$1,001 - $15,000",Valero Energy Partners LP (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",VLP,08/04/2015,Purchase
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/04/2015,Purchase
"$1,001 - $15,000",Baxter International Inc. (NYSE),Stock,--,09/08/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/14b8f364-3356-42e5-980a-597d8d08e01f/,"David A Perdue , Jr",BAX,08/04/2015,Purchase
"$50,001 - $100,000","Discovery Communications, Inc. (NASDAQ)",Stock,--,09/04/2015,Self,https://efdsearch.senate.gov/search/view/ptr/97ec46e2-c917-4c6a-91cd-bc0c791b642f/,James M Inhofe,DISCK,08/07/2015,Sale (Partial)
"$1,001 - $15,000","Leander Texas Independent School Dist <div class=""text-muted""><em>Rate/Coupon:</em> 0.0%<br> <em>Matures:</em> 08/15/2035</div>",Municipal Security,--,09/02/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/20819b5e-4756-4fc4-bb40-3a1e79569a4d/,Michael  B Enzi,--,08/25/2015,Purchase
"$50,001 - $100,000",QUALCOMM Incorporated (NASDAQ),Stock,--,09/02/2015,Self,https://efdsearch.senate.gov/search/view/ptr/245dac61-1d02-4b5d-8f12-fe30720ca1d5/,James M Inhofe,QCOM,08/04/2015,Sale (Partial)
"$1,001 - $15,000","HSBC Contingent Autocall on Briston Myers Squibb <div class=""text-muted""><em>Rate/Coupon:</em> 8.5%<br> <em>Matures:</em> 08/31/2018</div>",Corporate Bond,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,Thomas R Carper,--,08/28/2015,Purchase
"$15,001 - $50,000","UBS Contingent Autocall Marathon Petroleum <div class=""text-muted""><em>Rate/Coupon:</em> 11%<br> <em>Matures:</em> 08/17/2018</div>",Corporate Bond,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,Thomas R Carper,--,08/14/2015,Purchase
"$1,001 - $15,000","JPM Contingent Autocall Prudential Financial <div class=""text-muted""><em>Rate/Coupon:</em> 8.15%<br> <em>Matures:</em> 08/11/2017</div>",Corporate Bond,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,Thomas R Carper,--,08/13/2015,Sale (Full)
"$15,001 - $50,000","JPM Contingent Autocall Mobileye N.V. <div class=""text-muted""><em>Rate/Coupon:</em> 13.75%<br> <em>Matures:</em> 05/05/2016</div>",Corporate Bond,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,Thomas R Carper,--,08/06/2015,Sale (Full)
"$1,001 - $15,000",AGL Resources Inc. (NYSE),Stock,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,Thomas R Carper,GAS,08/25/2015,Sale (Full)
"$1,001 - $15,000",Ameren Corporation (NYSE),Stock,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,Thomas R Carper,AEE,08/25/2015,Purchase
"$1,001 - $15,000",Baxalta,Stock,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/bd75505b-cd44-431d-94b2-7eda40672953/,Thomas R Carper,--,08/04/2015,Sale (Full)
"$1,001 - $15,000",General Electric Company (NYSE),Stock,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,GE,08/04/2015,Purchase
"$1,001 - $15,000",Biogen Inc. (NASDAQ),Stock,--,09/01/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,BIIB,08/04/2015,Purchase
"$1,001 - $15,000",The Coca-Cola Company (NYSE),Stock,--,09/01/2015,Child,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,KO,08/10/2015,Purchase
"$1,001 - $15,000",Biogen Inc. (NASDAQ),Stock,--,09/01/2015,Joint,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,BIIB,08/10/2015,Purchase
"$1,001 - $15,000",Biogen Inc. (NASDAQ),Stock,--,09/01/2015,Self,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,BIIB,08/10/2015,Purchase
"$1,001 - $15,000",Biogen Inc. (NASDAQ),Stock,--,09/01/2015,Self,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,BIIB,08/04/2015,Purchase
"$1,001 - $15,000",Wells Fargo &amp; Company (NYSE),Stock,--,09/01/2015,Self,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,WFC,08/04/2015,Purchase
"$1,001 - $15,000",Verizon Communications Inc. (NYSE),Stock,--,09/01/2015,Self,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,VZ,08/04/2015,Purchase
"$1,001 - $15,000","Netflix, Inc. (NASDAQ)",Stock,--,09/01/2015,Self,https://efdsearch.senate.gov/search/view/ptr/24a82dfc-b32a-4ec8-b78c-f72ec81f32d1/,Sheldon Whitehouse,NFLX,07/15/2015,Purchase
"$1,001 - $15,000",iShares US Pharmaceuticals (NYSEArca),Stock,--,08/28/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/74e060d5-4d40-4972-b585-7d2f69731188/,William Cassidy,IHE,08/27/2015,Purchase
"$1,001 - $15,000",Caterpillar Inc. (NYSE),Stock,--,08/28/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/74e060d5-4d40-4972-b585-7d2f69731188/,William Cassidy,CAT,08/27/2015,Purchase
"$15,001 - $50,000","Maine Health &amp; Higher Ed Rev Bond <div class=""text-muted""><em>Rate/Coupon:</em> 3.25%<br> <em>Matures:</em> 07/01/2027</div>",Municipal Security,--,08/24/2015,Spouse,https://efdsearch.senate.gov/search/view/ptr/d8acedb9-0db9-4f5e-a07d-4d017b52611f/,"Angus S King, Jr.",--,07/16/2015,Purchase
